date,home_team,away_team,home_score,away_score,tournament,neutral
2020-07-07,Brazil,Nigeria,5,0,FIFA World Cup qualification,False
2020-07-09,USA,Mexico,2,1,FIFA World Cup qualification,False
2020-07-11,Spain,Mexico,2,0,FIFA World Cup qualification,False
2020-07-13,France,Mexico,2,1,FIFA World Cup qualification,False
2020-07-15,Belgium,Mexico,0,1,FIFA World Cup qualification,False
2020-07-17,Portugal,Mexico,0,1,FIFA World Cup qualification,False
2020-07-19,England,Mexico,0,2,FIFA World Cup qualification,False
2020-07-21,Germany,Mexico,2,0,FIFA World Cup qualification,False
2020-07-23,Netherlands,Mexico,4,1,FIFA World Cup qualification,False
2020-07-25,South Korea,Mexico,0,1,FIFA World Cup qualification,False
2020-07-27,Brazil,Mexico,5,0,FIFA World Cup qualification,False
2020-07-29,Spain,USA,1,0,FIFA World Cup qualification,False
2020-07-31,France,USA,3,0,FIFA World Cup qualification,False
2020-08-02,Belgium,USA,1,0,FIFA World Cup qualification,False
2020-08-04,Portugal,USA,0,1,FIFA World Cup qualification,False
2020-08-06,England,USA,1,0,FIFA World Cup qualification,False
2020-08-08,Germany,USA,1,1,FIFA World Cup qualification,False
2020-08-10,Netherlands,USA,3,0,FIFA World Cup qualification,False
2020-08-12,South Korea,USA,2,0,FIFA World Cup qualification,False
2020-08-14,Brazil,USA,1,0,FIFA World Cup qualification,False
2020-08-16,France,Spain,0,2,FIFA World Cup qualification,False
2020-08-18,Belgium,Spain,1,4,FIFA World Cup qualification,False
2020-08-20,Portugal,Spain,1,0,FIFA World Cup qualification,False
2020-08-22,England,Spain,1,0,FIFA World Cup qualification,False
2020-08-24,Germany,Spain,3,3,FIFA World Cup qualification,False
2020-08-26,Netherlands,Spain,1,2,FIFA World Cup qualification,False
2020-08-28,South Korea,Spain,1,3,FIFA World Cup qualification,False
2020-08-30,Brazil,Spain,1,0,FIFA World Cup qualification,False
2020-09-01,Belgium,France,3,2,FIFA World Cup qualification,False
2020-09-03,Portugal,France,3,0,FIFA World Cup qualification,False
2020-09-05,England,France,1,2,FIFA World Cup qualification,False
2020-09-05,Germany,Belgium,1,1,Friendly,False
2020-09-07,Germany,France,2,1,FIFA World Cup qualification,False
2020-09-08,Argentina,Uruguay,3,2,Friendly,False
2020-09-09,Netherlands,France,0,0,FIFA World Cup qualification,False
2020-09-11,South Korea,France,1,1,FIFA World Cup qualification,False
2020-09-11,Portugal,Spain,2,1,Friendly,False
2020-09-13,Brazil,France,1,1,FIFA World Cup qualification,False
2020-09-14,South Korea,Nigeria,0,4,Friendly,False
2020-09-15,Portugal,Belgium,1,0,FIFA World Cup qualification,False
2020-09-17,England,Belgium,2,1,FIFA World Cup qualification,False
2020-09-17,Mexico,France,0,4,Friendly,False
2020-09-19,Germany,Belgium,1,0,FIFA World Cup qualification,False
2020-09-20,England,Croatia,4,1,Friendly,False
2020-09-21,Netherlands,Belgium,1,1,FIFA World Cup qualification,False
2020-09-23,South Korea,Belgium,1,3,FIFA World Cup qualification,False
2020-09-23,Japan,USA,3,2,Friendly,False
2020-09-25,Brazil,Belgium,1,1,FIFA World Cup qualification,False
2020-09-26,Brazil,Netherlands,2,0,Friendly,False
2020-09-27,England,Portugal,3,0,FIFA World Cup qualification,False
2020-09-29,Germany,Portugal,1,0,FIFA World Cup qualification,False
2020-10-01,Netherlands,Portugal,4,0,FIFA World Cup qualification,False
2020-10-03,South Korea,Portugal,1,3,FIFA World Cup qualification,False
2020-10-05,Brazil,Portugal,1,1,FIFA World Cup qualification,False
2020-10-07,Germany,England,0,2,FIFA World Cup qualification,False
2020-10-09,Netherlands,England,0,1,FIFA World Cup qualification,False
2020-10-11,South Korea,England,0,1,FIFA World Cup qualification,False
2020-10-13,Brazil,England,1,0,FIFA World Cup qualification,False
2020-10-15,Netherlands,Germany,1,2,FIFA World Cup qualification,False
2020-10-17,South Korea,Germany,1,1,FIFA World Cup qualification,False
2020-10-19,Brazil,Germany,4,5,FIFA World Cup qualification,False
2020-10-21,South Korea,Netherlands,3,2,FIFA World Cup qualification,False
2020-10-23,Brazil,Netherlands,1,1,FIFA World Cup qualification,False
2020-10-25,Brazil,South Korea,4,2,FIFA World Cup qualification,False
2021-03-01,Mexico,Belgium,2,3,FIFA World Cup qualification,False
2021-03-03,Mexico,Nigeria,2,0,FIFA World Cup qualification,False
2021-03-05,Mexico,South Korea,0,1,FIFA World Cup qualification,False
2021-03-07,Mexico,Argentina,0,1,FIFA World Cup qualification,False
2021-03-09,Mexico,Netherlands,0,3,FIFA World Cup qualification,False
2021-03-11,Mexico,Portugal,2,1,FIFA World Cup qualification,False
2021-03-13,Mexico,Brazil,1,2,FIFA World Cup qualification,False
2021-03-15,Mexico,Croatia,1,0,FIFA World Cup qualification,False
2021-03-17,Mexico,Japan,4,1,FIFA World Cup qualification,False
2021-03-19,Mexico,Uruguay,2,3,FIFA World Cup qualification,False
2021-03-21,Mexico,England,0,0,FIFA World Cup qualification,False
2021-03-23,Mexico,France,1,0,FIFA World Cup qualification,False
2021-03-25,Mexico,Spain,1,0,FIFA World Cup qualification,False
2021-03-27,Mexico,Germany,2,1,FIFA World Cup qualification,False
2021-03-29,Mexico,USA,6,0,FIFA World Cup qualification,False
2021-03-31,Belgium,Nigeria,4,0,FIFA World Cup qualification,False
2021-04-02,Belgium,South Korea,2,1,FIFA World Cup qualification,False
2021-04-04,Belgium,Argentina,2,0,FIFA World Cup qualification,False
2021-04-06,Belgium,Netherlands,2,2,FIFA World Cup qualification,False
2021-04-08,Belgium,Portugal,4,2,FIFA World Cup qualification,False
2021-04-10,Belgium,Brazil,0,2,FIFA World Cup qualification,False
2021-04-12,Belgium,Croatia,2,4,FIFA World Cup qualification,False
2021-04-14,Belgium,Japan,1,1,FIFA World Cup qualification,False
2021-04-16,Belgium,Uruguay,2,1,FIFA World Cup qualification,False
2021-04-18,Belgium,England,1,1,FIFA World Cup qualification,False
2021-04-20,Belgium,France,2,2,FIFA World Cup qualification,False
2021-04-22,Belgium,Spain,1,2,FIFA World Cup qualification,False
2021-04-24,Belgium,Germany,0,0,FIFA World Cup qualification,False
2021-04-26,Belgium,USA,1,1,FIFA World Cup qualification,False
2021-04-28,Nigeria,South Korea,1,2,FIFA World Cup qualification,False
2021-04-30,Nigeria,Argentina,0,1,FIFA World Cup qualification,False
2021-05-02,Nigeria,Netherlands,1,0,FIFA World Cup qualification,False
2021-05-04,Nigeria,Portugal,1,3,FIFA World Cup qualification,False
2021-05-06,Nigeria,Brazil,1,0,FIFA World Cup qualification,False
2021-05-08,Nigeria,Croatia,2,3,FIFA World Cup qualification,False
2021-05-10,Nigeria,Japan,2,2,FIFA World Cup qualification,False
2021-05-12,Nigeria,Uruguay,1,1,FIFA World Cup qualification,False
2021-05-14,Nigeria,England,0,2,FIFA World Cup qualification,False
2021-05-16,Nigeria,France,1,2,FIFA World Cup qualification,False
2021-05-18,Nigeria,Spain,2,4,FIFA World Cup qualification,False
2021-05-20,Nigeria,Germany,1,3,FIFA World Cup qualification,False
2021-05-22,Nigeria,USA,6,1,FIFA World Cup qualification,False
2021-05-24,South Korea,Argentina,0,3,FIFA World Cup qualification,False
2021-05-26,South Korea,Netherlands,1,3,FIFA World Cup qualification,False
2021-05-28,South Korea,Portugal,0,0,FIFA World Cup qualification,False
2021-05-30,South Korea,Brazil,1,0,FIFA World Cup qualification,False
2021-06-01,South Korea,Croatia,1,1,FIFA World Cup qualification,False
2021-06-03,South Korea,Japan,2,0,FIFA World Cup qualification,False
2021-06-05,South Korea,Uruguay,1,1,FIFA World Cup qualification,False
2021-06-07,South Korea,England,1,2,FIFA World Cup qualification,False
2021-06-09,South Korea,France,0,2,FIFA World Cup qualification,False
2021-06-11,South Korea,Spain,1,3,FIFA World Cup qualification,False
2021-06-13,South Korea,Germany,2,3,FIFA World Cup qualification,False
2021-06-15,South Korea,USA,0,2,FIFA World Cup qualification,False
2021-06-17,Argentina,Netherlands,0,1,FIFA World Cup qualification,False
2021-06-19,Argentina,Portugal,1,0,FIFA World Cup qualification,False
2021-06-21,Argentina,Brazil,0,0,FIFA World Cup qualification,False
2021-06-23,Argentina,Croatia,4,1,FIFA World Cup qualification,False
2021-06-25,Argentina,Japan,4,0,FIFA World Cup qualification,False
2021-06-27,Argentina,Uruguay,1,1,FIFA World Cup qualification,False
2021-06-29,Argentina,England,3,1,FIFA World Cup qualification,False
2021-07-01,Argentina,France,1,1,FIFA World Cup qualification,False
2021-07-03,Argentina,Spain,0,2,FIFA World Cup qualification,False
2021-07-05,Argentina,Germany,3,1,FIFA World Cup qualification,False
2021-07-07,Argentina,USA,4,0,FIFA World Cup qualification,False
2021-07-09,Netherlands,Portugal,0,3,FIFA World Cup qualification,False
2021-07-11,Netherlands,Brazil,1,2,FIFA World Cup qualification,False
2021-07-13,Netherlands,Croatia,2,1,FIFA World Cup qualification,False
2021-07-15,Netherlands,Japan,1,1,FIFA World Cup qualification,False
2021-07-17,Netherlands,Uruguay,0,1,FIFA World Cup qualification,False
2021-07-19,Netherlands,England,4,1,FIFA World Cup qualification,False
2021-07-21,Netherlands,France,1,1,FIFA World Cup qualification,False
2021-07-23,Netherlands,Spain,1,0,FIFA World Cup qualification,False
2021-07-25,Netherlands,Germany,1,2,FIFA World Cup qualification,False
2021-07-27,Netherlands,USA,2,1,FIFA World Cup qualification,False
2021-07-29,Portugal,Brazil,2,1,FIFA World Cup qualification,False
2021-07-31,Portugal,Croatia,0,0,FIFA World Cup qualification,False
2021-08-02,Portugal,Japan,0,0,FIFA World Cup qualification,False
2021-08-04,Portugal,Uruguay,2,1,FIFA World Cup qualification,False
2021-08-06,Portugal,England,1,2,FIFA World Cup qualification,False
2021-08-08,Portugal,France,3,0,FIFA World Cup qualification,False
2021-08-10,Portugal,Spain,3,2,FIFA World Cup qualification,False
2021-08-12,Portugal,Germany,2,1,FIFA World Cup qualification,False
2021-08-14,Portugal,USA,3,1,FIFA World Cup qualification,False
2021-08-16,Brazil,Croatia,2,1,FIFA World Cup qualification,False
2021-08-18,Brazil,Japan,4,1,FIFA World Cup qualification,False
2021-08-20,Brazil,Uruguay,2,1,FIFA World Cup qualification,False
2021-08-22,Brazil,England,1,1,FIFA World Cup qualification,False
2021-08-24,Brazil,France,2,1,FIFA World Cup qualification,False
2021-08-26,Brazil,Spain,3,1,FIFA World Cup qualification,False
2021-08-28,Brazil,Germany,1,0,FIFA World Cup qualification,False
2021-08-30,Brazil,USA,2,0,FIFA World Cup qualification,False
2021-09-01,Croatia,Japan,0,3,FIFA World Cup qualification,False
2021-09-03,Croatia,Uruguay,0,2,FIFA World Cup qualification,False
2021-09-05,Croatia,England,3,1,FIFA World Cup qualification,False
2021-09-05,Croatia,Japan,2,2,Friendly,False
2021-09-07,Croatia,France,2,0,FIFA World Cup qualification,False
2021-09-08,France,Portugal,1,4,Friendly,False
2021-09-09,Croatia,Spain,6,1,FIFA World Cup qualification,False
2021-09-11,Croatia,Germany,0,1,FIFA World Cup qualification,False
2021-09-11,Germany,Netherlands,2,1,Friendly,False
2021-09-13,Croatia,USA,4,0,FIFA World Cup qualification,False
2021-09-14,Nigeria,Spain,0,0,Friendly,False
2021-09-15,Japan,Uruguay,1,1,FIFA World Cup qualification,False
2021-09-17,Japan,England,0,2,FIFA World Cup qualification,False
2021-09-17,USA,South Korea,0,1,Friendly,False
2021-09-19,Japan,France,0,2,FIFA World Cup qualification,False
2021-09-20,Brazil,Argentina,3,0,Friendly,False
2021-09-21,Japan,Spain,0,3,FIFA World Cup qualification,False
2021-09-23,Japan,Germany,1,1,FIFA World Cup qualification,False
2021-09-23,Uruguay,Belgium,5,3,Friendly,False
2021-09-25,Japan,USA,0,1,FIFA World Cup qualification,False
2021-09-26,England,Mexico,0,1,Friendly,False
2021-09-27,Uruguay,England,0,0,FIFA World Cup qualification,False
2021-09-29,Uruguay,France,1,4,FIFA World Cup qualification,False
2021-10-01,Uruguay,Spain,2,1,FIFA World Cup qualification,False
2021-10-03,Uruguay,Germany,0,0,FIFA World Cup qualification,False
2021-10-05,Uruguay,USA,0,1,FIFA World Cup qualification,False
2021-10-07,England,France,2,2,FIFA World Cup qualification,False
2021-10-09,England,Spain,5,3,FIFA World Cup qualification,False
2021-10-11,England,Germany,3,0,FIFA World Cup qualification,False
2021-10-13,England,USA,4,0,FIFA World Cup qualification,False
2021-10-15,France,Spain,0,0,FIFA World Cup qualification,False
2021-10-17,France,Germany,3,2,FIFA World Cup qualification,False
2021-10-19,France,USA,4,0,FIFA World Cup qualification,False
2021-10-21,Spain,Germany,2,1,FIFA World Cup qualification,False
2021-10-23,Spain,USA,7,2,FIFA World Cup qualification,False
2021-10-25,Germany,USA,2,1,FIFA World Cup qualification,False
2022-03-01,South Korea,Uruguay,1,2,FIFA World Cup qualification,False
2022-03-03,Mexico,Uruguay,2,0,FIFA World Cup qualification,False
2022-03-05,Croatia,Uruguay,1,0,FIFA World Cup qualification,False
2022-03-07,Brazil,Uruguay,1,3,FIFA World Cup qualification,False
2022-03-09,England,Uruguay,1,0,FIFA World Cup qualification,False
2022-03-11,Spain,Uruguay,3,1,FIFA World Cup qualification,False
2022-03-13,Netherlands,Uruguay,2,1,FIFA World Cup qualification,False
2022-03-15,Portugal,Uruguay,2,1,FIFA World Cup qualification,False
2022-03-17,Germany,Uruguay,1,0,FIFA World Cup qualification,False
2022-03-19,Nigeria,Uruguay,0,4,FIFA World Cup qualification,False
2022-03-21,Japan,Uruguay,2,1,FIFA World Cup qualification,False
2022-03-23,Argentina,Uruguay,2,1,FIFA World Cup qualification,False
2022-03-25,USA,Uruguay,4,3,FIFA World Cup qualification,False
2022-03-27,France,Uruguay,1,1,FIFA World Cup qualification,False
2022-03-29,Belgium,Uruguay,3,1,FIFA World Cup qualification,False
2022-03-31,Mexico,South Korea,1,1,FIFA World Cup qualification,False
2022-04-02,Croatia,South Korea,1,0,FIFA World Cup qualification,False
2022-04-04,Brazil,South Korea,0,1,FIFA World Cup qualification,False
2022-04-06,England,South Korea,1,3,FIFA World Cup qualification,False
2022-04-08,Spain,South Korea,4,1,FIFA World Cup qualification,False
2022-04-10,Netherlands,South Korea,0,2,FIFA World Cup qualification,False
2022-04-12,Portugal,South Korea,4,1,FIFA World Cup qualification,False
2022-04-14,Germany,South Korea,1,0,FIFA World Cup qualification,False
2022-04-16,Nigeria,South Korea,1,1,FIFA World Cup qualification,False
2022-04-18,Japan,South Korea,0,2,FIFA World Cup qualification,False
2022-04-20,Argentina,South Korea,0,2,FIFA World Cup qualification,False
2022-04-22,USA,South Korea,4,6,FIFA World Cup qualification,False
2022-04-24,France,South Korea,2,3,FIFA World Cup qualification,False
2022-04-26,Belgium,South Korea,2,0,FIFA World Cup qualification,False
2022-04-28,Croatia,Mexico,3,1,FIFA World Cup qualification,False
2022-04-30,Brazil,Mexico,2,0,FIFA World Cup qualification,False
2022-05-02,England,Mexico,1,1,FIFA World Cup qualification,False
2022-05-04,Spain,Mexico,0,1,FIFA World Cup qualification,False
2022-05-06,Netherlands,Mexico,1,1,FIFA World Cup qualification,False
2022-05-08,Portugal,Mexico,2,2,FIFA World Cup qualification,False
2022-05-10,Germany,Mexico,4,0,FIFA World Cup qualification,False
2022-05-12,Nigeria,Mexico,3,0,FIFA World Cup qualification,False
2022-05-14,Japan,Mexico,0,3,FIFA World Cup qualification,False
2022-05-16,Argentina,Mexico,2,2,FIFA World Cup qualification,False
2022-05-18,USA,Mexico,0,1,FIFA World Cup qualification,False
2022-05-20,France,Mexico,1,1,FIFA World Cup qualification,False
2022-05-22,Belgium,Mexico,0,0,FIFA World Cup qualification,False
2022-05-24,Brazil,Croatia,2,0,FIFA World Cup qualification,False
2022-05-26,England,Croatia,1,2,FIFA World Cup qualification,False
2022-05-28,Spain,Croatia,3,0,FIFA World Cup qualification,False
2022-05-30,Netherlands,Croatia,5,2,FIFA World Cup qualification,False
2022-06-01,Portugal,Croatia,3,0,FIFA World Cup qualification,False
2022-06-03,Germany,Croatia,3,3,FIFA World Cup qualification,False
2022-06-05,Nigeria,Croatia,1,3,FIFA World Cup qualification,False
2022-06-07,Japan,Croatia,2,1,FIFA World Cup qualification,False
2022-06-09,Argentina,Croatia,3,2,FIFA World Cup qualification,False
2022-06-11,USA,Croatia,0,0,FIFA World Cup qualification,False
2022-06-13,France,Croatia,3,1,FIFA World Cup qualification,False
2022-06-14,Netherlands,Portugal,3,2,FIFA World Cup,True
2022-06-15,Belgium,Croatia,1,1,FIFA World Cup qualification,False
2022-06-15,Netherlands,Argentina,2,1,FIFA World Cup,True
2022-06-16,Netherlands,Belgium,1,1,FIFA World Cup,True
2022-06-17,England,Brazil,3,3,FIFA World Cup qualification,False
2022-06-17,Portugal,Argentina,1,2,FIFA World Cup,True
2022-06-18,Portugal,Belgium,1,2,FIFA World Cup,True
2022-06-19,Spain,Brazil,2,1,FIFA World Cup qualification,False
2022-06-19,Argentina,Belgium,1,1,FIFA World Cup,True
2022-06-20,Spain,France,1,0,FIFA World Cup,True
2022-06-21,Netherlands,Brazil,1,1,FIFA World Cup qualification,False
2022-06-21,Spain,England,1,2,FIFA World Cup,True
2022-06-22,Spain,Brazil,2,0,FIFA World Cup,True
2022-06-23,Portugal,Brazil,0,2,FIFA World Cup qualification,False
2022-06-23,France,England,1,3,FIFA World Cup,True
2022-06-24,France,Brazil,1,0,FIFA World Cup,True
2022-06-25,Germany,Brazil,0,3,FIFA World Cup qualification,False
2022-06-25,England,Brazil,0,1,FIFA World Cup,True
2022-06-26,Netherlands,France,1,0,FIFA World Cup,True
2022-06-27,Nigeria,Brazil,0,0,FIFA World Cup qualification,False
2022-06-28,Portugal,Spain,3,1,FIFA World Cup,True
2022-06-29,Japan,Brazil,1,3,FIFA World Cup qualification,False
2022-06-30,Argentina,Brazil,1,2,FIFA World Cup,True
2022-07-01,Argentina,Brazil,0,1,FIFA World Cup qualification,False
2022-07-02,Belgium,England,4,1,FIFA World Cup,True
2022-07-03,USA,Brazil,1,4,FIFA World Cup qualification,False
2022-07-05,France,Brazil,0,2,FIFA World Cup qualification,False
2022-07-07,Belgium,Brazil,1,1,FIFA World Cup qualification,False
2022-07-09,Spain,England,1,0,FIFA World Cup qualification,False
2022-07-11,Netherlands,England,0,0,FIFA World Cup qualification,False
2022-07-13,Portugal,England,0,3,FIFA World Cup qualification,False
2022-07-15,Germany,England,1,0,FIFA World Cup qualification,False
2022-07-17,Nigeria,England,2,2,FIFA World Cup qualification,False
2022-07-19,Japan,England,0,0,FIFA World Cup qualification,False
2022-07-21,Argentina,England,3,3,FIFA World Cup qualification,False
2022-07-23,USA,England,0,0,FIFA World Cup qualification,False
2022-07-25,France,England,2,1,FIFA World Cup qualification,False
2022-07-27,Belgium,England,1,0,FIFA World Cup qualification,False
2022-07-29,Netherlands,Spain,2,0,FIFA World Cup qualification,False
2022-07-31,Portugal,Spain,0,0,FIFA World Cup qualification,False
2022-08-02,Germany,Spain,0,0,FIFA World Cup qualification,False
2022-08-04,Nigeria,Spain,3,3,FIFA World Cup qualification,False
2022-08-06,Japan,Spain,0,1,FIFA World Cup qualification,False
2022-08-08,Argentina,Spain,1,2,FIFA World Cup qualification,False
2022-08-10,USA,Spain,0,2,FIFA World Cup qualification,False
2022-08-12,France,Spain,3,2,FIFA World Cup qualification,False
2022-08-14,Belgium,Spain,0,0,FIFA World Cup qualification,False
2022-08-16,Portugal,Netherlands,1,1,FIFA World Cup qualification,False
2022-08-18,Germany,Netherlands,1,3,FIFA World Cup qualification,False
2022-08-20,Nigeria,Netherlands,1,0,FIFA World Cup qualification,False
2022-08-22,Japan,Netherlands,1,1,FIFA World Cup qualification,False
2022-08-24,Argentina,Netherlands,4,0,FIFA World Cup qualification,False
2022-08-26,USA,Netherlands,2,2,FIFA World Cup qualification,False
2022-08-28,France,Netherlands,1,2,FIFA World Cup qualification,False
2022-08-30,Belgium,Netherlands,2,2,FIFA World Cup qualification,False
2022-09-01,Germany,Portugal,0,2,FIFA World Cup qualification,False
2022-09-03,Nigeria,Portugal,0,1,FIFA World Cup qualification,False
2022-09-05,Japan,Portugal,1,2,FIFA World Cup qualification,False
2022-09-05,Croatia,Belgium,2,2,Friendly,False
2022-09-07,Argentina,Portugal,1,1,FIFA World Cup qualification,False
2022-09-08,France,England,2,3,Friendly,False
2022-09-09,USA,Portugal,2,3,FIFA World Cup qualification,False
2022-09-11,France,Portugal,2,0,FIFA World Cup qualification,False
2022-09-11,Japan,Portugal,1,0,Friendly,False
2022-09-13,Belgium,Portugal,0,3,FIFA World Cup qualification,False
2022-09-14,Brazil,Uruguay,1,2,Friendly,False
2022-09-15,Nigeria,Germany,2,2,FIFA World Cup qualification,False
2022-09-17,Japan,Germany,2,2,FIFA World Cup qualification,False
2022-09-17,Nigeria,Germany,2,2,Friendly,False
2022-09-19,Argentina,Germany,4,1,FIFA World Cup qualification,False
2022-09-20,USA,Spain,0,3,Friendly,False
2022-09-21,USA,Germany,2,3,FIFA World Cup qualification,False
2022-09-23,France,Germany,0,1,FIFA World Cup qualification,False
2022-09-23,Netherlands,Argentina,0,1,Friendly,False
2022-09-25,Belgium,Germany,0,0,FIFA World Cup qualification,False
2022-09-26,Mexico,South Korea,2,0,Friendly,False
2022-09-27,Japan,Nigeria,2,1,FIFA World Cup qualification,False
2022-09-29,Argentina,Nigeria,1,0,FIFA World Cup qualification,False
2022-10-01,USA,Nigeria,0,2,FIFA World Cup qualification,False
2022-10-03,France,Nigeria,2,1,FIFA World Cup qualification,False
2022-10-05,Belgium,Nigeria,4,0,FIFA World Cup qualification,False
2022-10-07,Argentina,Japan,0,0,FIFA World Cup qualification,False
2022-10-09,USA,Japan,2,0,FIFA World Cup qualification,False
2022-10-11,France,Japan,3,3,FIFA World Cup qualification,False
2022-10-13,Belgium,Japan,0,1,FIFA World Cup qualification,False
2022-10-15,USA,Argentina,1,5,FIFA World Cup qualification,False
2022-10-17,France,Argentina,1,2,FIFA World Cup qualification,False
2022-10-19,Belgium,Argentina,0,1,FIFA World Cup qualification,False
2022-10-21,France,USA,3,0,FIFA World Cup qualification,False
2022-10-23,Belgium,USA,2,1,FIFA World Cup qualification,False
2022-10-25,Belgium,France,5,2,FIFA World Cup qualification,False
2023-03-01,Portugal,South Korea,2,1,FIFA World Cup qualification,False
2023-03-03,Portugal,Netherlands,3,2,FIFA World Cup qualification,False
2023-03-05,Portugal,Japan,3,2,FIFA World Cup qualification,False
2023-03-07,Portugal,Nigeria,6,2,FIFA World Cup qualification,False
2023-03-09,Portugal,Uruguay,3,1,FIFA World Cup qualification,False
2023-03-11,Portugal,USA,2,0,FIFA World Cup qualification,False
2023-03-13,Portugal,Croatia,2,0,FIFA World Cup qualification,False
2023-03-15,Portugal,Argentina,1,1,FIFA World Cup qualification,False
2023-03-17,Portugal,Brazil,1,1,FIFA World Cup qualification,False
2023-03-19,Portugal,Mexico,2,2,FIFA World Cup qualification,False
2023-03-21,Portugal,France,0,1,FIFA World Cup qualification,False
2023-03-23,Portugal,Germany,3,0,FIFA World Cup qualification,False
2023-03-25,Portugal,Belgium,1,2,FIFA World Cup qualification,False
2023-03-27,Portugal,Spain,0,0,FIFA World Cup qualification,False
2023-03-29,Portugal,England,1,2,FIFA World Cup qualification,False
2023-03-31,South Korea,Netherlands,0,3,FIFA World Cup qualification,False
2023-04-02,South Korea,Japan,0,1,FIFA World Cup qualification,False
2023-04-04,South Korea,Nigeria,5,1,FIFA World Cup qualification,False
2023-04-06,South Korea,Uruguay,2,4,FIFA World Cup qualification,False
2023-04-08,South Korea,USA,0,1,FIFA World Cup qualification,False
2023-04-10,South Korea,Croatia,2,2,FIFA World Cup qualification,False
2023-04-12,South Korea,Argentina,1,2,FIFA World Cup qualification,False
2023-04-14,South Korea,Brazil,0,0,FIFA World Cup qualification,False
2023-04-16,South Korea,Mexico,3,1,FIFA World Cup qualification,False
2023-04-18,South Korea,France,2,1,FIFA World Cup qualification,False
2023-04-20,South Korea,Germany,2,2,FIFA World Cup qualification,False
2023-04-22,South Korea,Belgium,2,3,FIFA World Cup qualification,False
2023-04-24,South Korea,Spain,2,2,FIFA World Cup qualification,False
2023-04-26,South Korea,England,1,4,FIFA World Cup qualification,False
2023-04-28,Netherlands,Japan,1,1,FIFA World Cup qualification,False
2023-04-30,Netherlands,Nigeria,3,2,FIFA World Cup qualification,False
2023-05-02,Netherlands,Uruguay,2,1,FIFA World Cup qualification,False
2023-05-04,Netherlands,USA,2,0,FIFA World Cup qualification,False
2023-05-06,Netherlands,Croatia,2,2,FIFA World Cup qualification,False
2023-05-08,Netherlands,Argentina,0,2,FIFA World Cup qualification,False
2023-05-10,Netherlands,Brazil,1,0,FIFA World Cup qualification,False
2023-05-12,Netherlands,Mexico,1,0,FIFA World Cup qualification,False
2023-05-14,Netherlands,France,1,0,FIFA World Cup qualification,False
2023-05-16,Netherlands,Germany,3,1,FIFA World Cup qualification,False
2023-05-18,Netherlands,Belgium,1,0,FIFA World Cup qualification,False
2023-05-20,Netherlands,Spain,3,0,FIFA World Cup qualification,False
2023-05-22,Netherlands,England,2,0,FIFA World Cup qualification,False
2023-05-24,Japan,Nigeria,1,1,FIFA World Cup qualification,False
2023-05-26,Japan,Uruguay,0,1,FIFA World Cup qualification,False
2023-05-28,Japan,USA,1,4,FIFA World Cup qualification,False
2023-05-30,Japan,Croatia,0,2,FIFA World Cup qualification,False
2023-06-01,Japan,Argentina,0,1,FIFA World Cup qualification,False
2023-06-03,Japan,Brazil,2,1,FIFA World Cup qualification,False
2023-06-05,Japan,Mexico,0,2,FIFA World Cup qualification,False
2023-06-07,Japan,France,0,2,FIFA World Cup qualification,False
2023-06-09,Japan,Germany,4,3,FIFA World Cup qualification,False
2023-06-11,Japan,Belgium,1,5,FIFA World Cup qualification,False
2023-06-13,Japan,Spain,2,3,FIFA World Cup qualification,False
2023-06-15,Japan,England,0,1,FIFA World Cup qualification,False
2023-06-17,Nigeria,Uruguay,0,2,FIFA World Cup qualification,False
2023-06-19,Nigeria,USA,0,0,FIFA World Cup qualification,False
2023-06-21,Nigeria,Croatia,1,1,FIFA World Cup qualification,False
2023-06-23,Nigeria,Argentina,0,1,FIFA World Cup qualification,False
2023-06-25,Nigeria,Brazil,0,3,FIFA World Cup qualification,False
2023-06-27,Nigeria,Mexico,2,4,FIFA World Cup qualification,False
2023-06-29,Nigeria,France,2,1,FIFA World Cup qualification,False
2023-07-01,Nigeria,Germany,1,2,FIFA World Cup qualification,False
2023-07-03,Nigeria,Belgium,0,3,FIFA World Cup qualification,False
2023-07-05,Nigeria,Spain,0,1,FIFA World Cup qualification,False
2023-07-07,Nigeria,England,1,6,FIFA World Cup qualification,False
2023-07-09,Uruguay,USA,4,4,FIFA World Cup qualification,False
2023-07-11,Uruguay,Croatia,1,1,FIFA World Cup qualification,False
2023-07-13,Uruguay,Argentina,1,1,FIFA World Cup qualification,False
2023-07-15,Uruguay,Brazil,3,0,FIFA World Cup qualification,False
2023-07-17,Uruguay,Mexico,5,3,FIFA World Cup qualification,False
2023-07-19,Uruguay,France,0,1,FIFA World Cup qualification,False
2023-07-21,Uruguay,Germany,1,1,FIFA World Cup qualification,False
2023-07-23,Uruguay,Belgium,1,1,FIFA World Cup qualification,False
2023-07-25,Uruguay,Spain,1,4,FIFA World Cup qualification,False
2023-07-27,Uruguay,England,1,0,FIFA World Cup qualification,False
2023-07-29,USA,Croatia,2,0,FIFA World Cup qualification,False
2023-07-31,USA,Argentina,1,2,FIFA World Cup qualification,False
2023-08-02,USA,Brazil,1,4,FIFA World Cup qualification,False
2023-08-04,USA,Mexico,5,2,FIFA World Cup qualification,False
2023-08-06,USA,France,1,3,FIFA World Cup qualification,False
2023-08-08,USA,Germany,0,1,FIFA World Cup qualification,False
